USER_ID,Predictions
2454,Republican
2456,Democrat
2458,Republican
2462,Democrat
2470,Democrat
2472,Republican
2473,Democrat
2487,Republican
2488,Democrat
2493,Republican
2496,Democrat
2499,Democrat
2500,Democrat
2501,Republican
2502,Republican
2504,Democrat
2505,Democrat
2510,Democrat
2514,Democrat
2519,Democrat
2531,Democrat
2535,Republican
2537,Republican
2539,Republican
2540,Democrat
2547,Democrat
2548,Democrat
2551,Democrat
2552,Republican
2555,Democrat
2564,Democrat
2568,Democrat
2569,Republican
2572,Republican
2584,Republican
2585,Republican
2596,Democrat
2599,Republican
2600,Democrat
2602,Democrat
2607,Democrat
2616,Republican
2617,Democrat
2628,Republican
2630,Democrat
2633,Republican
2636,Republican
2642,Democrat
2648,Republican
2651,Democrat
2653,Democrat
2656,Democrat
2669,Democrat
2679,Democrat
2681,Democrat
2682,Democrat
2683,Democrat
2684,Republican
2685,Democrat
2695,Democrat
2701,Democrat
2702,Democrat
2709,Democrat
2713,Republican
2715,Democrat
2728,Republican
2733,Republican
2738,Democrat
2746,Democrat
2748,Republican
2752,Republican
2753,Democrat
2758,Democrat
2772,Republican
2800,Democrat
2801,Democrat
2802,Republican
2805,Democrat
2814,Democrat
2816,Democrat
2827,Democrat
2831,Democrat
2832,Republican
2845,Democrat
2849,Democrat
2856,Democrat
2861,Democrat
2862,Democrat
2869,Republican
2880,Democrat
2881,Democrat
2884,Democrat
2887,Republican
2895,Republican
2897,Democrat
2898,Democrat
2903,Democrat
2904,Democrat
2906,Democrat
2911,Republican
2913,Democrat
2916,Republican
2922,Republican
2930,Democrat
2933,Democrat
2938,Republican
2944,Democrat
2945,Republican
2948,Democrat
2950,Republican
2958,Democrat
2965,Democrat
2966,Democrat
2970,Democrat
2973,Democrat
2978,Republican
2981,Republican
2982,Republican
2983,Democrat
2985,Democrat
2989,Republican
2990,Democrat
3003,Democrat
3020,Republican
3022,Democrat
3035,Republican
3039,Democrat
3042,Democrat
3045,Republican
3049,Democrat
3058,Republican
3061,Democrat
3064,Republican
3073,Republican
3074,Republican
3077,Republican
3091,Republican
3096,Republican
3100,Democrat
3101,Republican
3107,Republican
3124,Democrat
3129,Democrat
3138,Republican
3139,Democrat
3161,Democrat
3164,Democrat
3166,Republican
3170,Democrat
3172,Republican
3174,Republican
3183,Democrat
3192,Democrat
3197,Republican
3201,Republican
3202,Democrat
3214,Democrat
3223,Democrat
3227,Democrat
3230,Republican
3237,Republican
3245,Republican
3248,Republican
3249,Republican
3253,Democrat
3254,Republican
3267,Democrat
3271,Democrat
3277,Democrat
3292,Democrat
3293,Democrat
3298,Republican
3302,Democrat
3304,Democrat
3310,Democrat
3311,Republican
3313,Republican
3317,Republican
3322,Democrat
3326,Republican
3334,Democrat
3335,Democrat
3343,Democrat
3347,Democrat
3353,Republican
3357,Republican
3359,Republican
3368,Democrat
3369,Democrat
3372,Republican
3376,Republican
3382,Republican
3392,Democrat
3394,Democrat
3395,Republican
3412,Republican
3416,Democrat
3424,Republican
3428,Republican
3446,Democrat
3451,Republican
3454,Democrat
3455,Republican
3465,Republican
3466,Republican
3480,Democrat
3484,Democrat
3486,Democrat
3490,Republican
3492,Republican
3496,Democrat
3497,Democrat
3505,Republican
3511,Republican
3513,Republican
3515,Republican
3516,Democrat
3517,Democrat
3519,Democrat
3520,Democrat
3521,Republican
3535,Democrat
3537,Democrat
3543,Democrat
3550,Democrat
3552,Republican
3554,Democrat
3560,Republican
3563,Republican
3572,Democrat
3574,Democrat
3580,Democrat
3583,Republican
3586,Democrat
3588,Republican
3590,Republican
3598,Democrat
3607,Democrat
3613,Republican
3623,Democrat
3631,Republican
3639,Democrat
3654,Republican
3656,Democrat
3663,Republican
3673,Republican
3681,Democrat
3683,Democrat
3687,Democrat
3688,Republican
3690,Democrat
3691,Democrat
3693,Republican
3703,Democrat
3710,Democrat
3713,Republican
3718,Democrat
3719,Democrat
3720,Democrat
3727,Democrat
3728,Republican
3734,Democrat
3742,Democrat
3749,Republican
3753,Democrat
3760,Republican
3762,Republican
3768,Democrat
3770,Democrat
3781,Republican
3783,Democrat
3789,Republican
3790,Democrat
3791,Republican
3800,Republican
3801,Democrat
3808,Republican
3810,Republican
3817,Republican
3819,Democrat
3827,Democrat
3829,Republican
3833,Democrat
3836,Democrat
3842,Democrat
3843,Democrat
3845,Republican
3848,Democrat
3853,Democrat
3856,Democrat
3857,Republican
3870,Democrat
3877,Republican
3886,Republican
3891,Democrat
3896,Republican
3899,Republican
3900,Republican
3910,Democrat
3911,Democrat
3913,Republican
3914,Republican
3915,Democrat
3923,Republican
3927,Democrat
3930,Republican
3932,Democrat
3933,Democrat
3937,Democrat
3938,Republican
3960,Democrat
3962,Republican
3964,Democrat
3968,Democrat
3971,Republican
3975,Democrat
4013,Democrat
4015,Republican
4034,Republican
4040,Democrat
4057,Democrat
4058,Republican
4060,Republican
4062,Democrat
4064,Democrat
4065,Republican
4069,Republican
4077,Democrat
4079,Republican
4085,Republican
4086,Democrat
4094,Democrat
4095,Democrat
4096,Democrat
4100,Republican
4107,Republican
4116,Republican
4118,Republican
4120,Republican
4123,Democrat
4125,Republican
4130,Republican
4136,Democrat
4137,Republican
4145,Democrat
4164,Republican
4173,Democrat
4175,Democrat
4184,Democrat
4189,Democrat
4202,Republican
4204,Democrat
4205,Democrat
4207,Republican
4209,Democrat
4216,Republican
4219,Republican
4226,Republican
4230,Democrat
4231,Republican
4235,Republican
4243,Democrat
4246,Democrat
4249,Democrat
4255,Democrat
4261,Democrat
4262,Democrat
4274,Democrat
4275,Democrat
4277,Democrat
4279,Democrat
4288,Democrat
4293,Democrat
4302,Republican
4307,Republican
4309,Democrat
4316,Republican
4317,Republican
4326,Republican
4329,Democrat
4331,Democrat
4332,Republican
4338,Republican
4346,Democrat
4351,Republican
4359,Republican
4362,Republican
4366,Republican
4368,Democrat
4375,Democrat
4377,Democrat
4387,Republican
4388,Republican
4395,Democrat
4398,Democrat
4401,Republican
4405,Democrat
4410,Republican
4413,Republican
4417,Republican
4425,Democrat
4428,Democrat
4435,Democrat
4436,Republican
4441,Democrat
4444,Republican
4454,Democrat
4463,Republican
4471,Democrat
4475,Democrat
4481,Democrat
4486,Republican
4490,Democrat
4493,Democrat
4494,Democrat
4500,Democrat
4503,Republican
4518,Republican
4522,Republican
4527,Democrat
4532,Republican
4535,Republican
4541,Republican
4549,Democrat
4551,Democrat
4557,Democrat
4559,Democrat
4562,Democrat
4564,Democrat
4566,Democrat
4567,Democrat
4568,Democrat
4577,Democrat
4580,Democrat
4586,Democrat
4587,Democrat
4596,Democrat
4597,Republican
4611,Democrat
4625,Democrat
4629,Democrat
4634,Republican
4640,Democrat
4644,Democrat
4646,Democrat
4651,Republican
4655,Republican
4657,Republican
4663,Democrat
4666,Democrat
4669,Democrat
4672,Republican
4676,Democrat
4681,Democrat
4683,Republican
4720,Democrat
4724,Democrat
4725,Republican
4729,Republican
4738,Democrat
4739,Democrat
4740,Democrat
4743,Republican
4745,Republican
4746,Democrat
4751,Republican
4763,Republican
4766,Democrat
4770,Democrat
4771,Republican
4778,Democrat
4786,Democrat
4788,Democrat
4793,Democrat
4810,Democrat
4811,Democrat
4814,Republican
4820,Democrat
4821,Democrat
4823,Democrat
4829,Republican
4830,Democrat
4834,Democrat
4854,Democrat
4860,Republican
4868,Democrat
4873,Democrat
4875,Democrat
4877,Democrat
4879,Democrat
4882,Democrat
4888,Democrat
4891,Democrat
4893,Democrat
4899,Democrat
4902,Republican
4905,Republican
4906,Democrat
4917,Republican
4920,Democrat
4923,Democrat
4935,Democrat
4938,Democrat
4939,Democrat
4950,Democrat
4960,Democrat
4961,Democrat
4963,Democrat
4967,Republican
4971,Democrat
4980,Democrat
4991,Democrat
4993,Democrat
4995,Republican
5000,Democrat
5002,Republican
5003,Democrat
5008,Democrat
5011,Republican
5021,Republican
5023,Republican
5030,Republican
5031,Democrat
5038,Democrat
5047,Democrat
5052,Democrat
5058,Democrat
5059,Democrat
5060,Democrat
5062,Democrat
5067,Democrat
5072,Republican
5079,Democrat
5080,Democrat
5081,Democrat
5084,Democrat
5087,Democrat
5093,Republican
5097,Republican
5098,Democrat
5104,Republican
5109,Democrat
5122,Democrat
5130,Democrat
5131,Democrat
5134,Democrat
5143,Republican
5155,Republican
5156,Republican
5157,Democrat
5169,Democrat
5175,Republican
5176,Republican
5177,Democrat
5179,Republican
5181,Democrat
5183,Democrat
5191,Democrat
5200,Republican
5204,Democrat
5209,Democrat
5215,Democrat
5217,Republican
5225,Republican
5227,Republican
5246,Republican
5254,Republican
5255,Democrat
5256,Republican
5262,Democrat
5263,Republican
5266,Democrat
5269,Democrat
5270,Democrat
5276,Republican
5301,Democrat
5306,Republican
5312,Democrat
5313,Democrat
5322,Republican
5331,Democrat
5332,Democrat
5333,Democrat
5335,Democrat
5339,Democrat
5342,Democrat
5343,Republican
5347,Democrat
5349,Republican
5352,Republican
5353,Democrat
5355,Democrat
5360,Republican
5368,Democrat
5369,Republican
5372,Democrat
5375,Republican
5380,Democrat
5386,Republican
5389,Democrat
5391,Republican
5392,Democrat
5405,Democrat
5412,Democrat
5422,Democrat
5424,Democrat
5427,Democrat
5430,Republican
5434,Democrat
5438,Republican
5439,Democrat
5442,Democrat
5447,Republican
5454,Democrat
5473,Republican
5475,Democrat
5479,Republican
5481,Democrat
5488,Republican
5514,Republican
5515,Democrat
5518,Democrat
5532,Democrat
5533,Democrat
5534,Democrat
5542,Republican
5547,Republican
5550,Democrat
5558,Republican
5559,Republican
5560,Republican
5571,Democrat
5573,Democrat
5574,Republican
5576,Republican
5577,Republican
5581,Democrat
5585,Democrat
5589,Democrat
5592,Republican
5599,Democrat
5607,Democrat
5608,Republican
5617,Democrat
5622,Republican
5625,Democrat
5626,Democrat
5636,Democrat
5643,Democrat
5645,Democrat
5648,Democrat
5649,Republican
5661,Democrat
5662,Republican
5674,Democrat
5679,Republican
5687,Democrat
5689,Republican
5690,Democrat
5699,Democrat
5707,Democrat
5712,Democrat
5713,Republican
5717,Democrat
5725,Republican
5731,Democrat
5732,Democrat
5743,Republican
5745,Democrat
5747,Democrat
5748,Democrat
5750,Republican
5751,Democrat
5768,Democrat
5773,Democrat
5779,Democrat
5781,Democrat
5790,Republican
5791,Republican
5798,Democrat
5803,Democrat
5806,Democrat
5807,Republican
5808,Democrat
5810,Republican
5824,Democrat
5834,Republican
5843,Republican
5844,Democrat
5847,Democrat
5852,Republican
5861,Republican
5866,Republican
5868,Democrat
5877,Democrat
5880,Democrat
5883,Republican
5884,Democrat
5903,Democrat
5911,Democrat
5912,Democrat
5917,Republican
5924,Democrat
5933,Republican
5934,Democrat
5941,Republican
5948,Democrat
5955,Democrat
5958,Democrat
5960,Democrat
5963,Democrat
5965,Democrat
5970,Democrat
5972,Democrat
5974,Democrat
5976,Democrat
5980,Democrat
5983,Democrat
5986,Democrat
5990,Democrat
6000,Democrat
6006,Democrat
6016,Republican
6018,Democrat
6020,Democrat
6023,Democrat
6024,Republican
6026,Republican
6028,Democrat
6033,Democrat
6035,Democrat
6041,Republican
6054,Republican
6057,Democrat
6059,Democrat
6060,Democrat
6064,Republican
6067,Republican
6071,Democrat
6074,Democrat
6075,Democrat
6077,Democrat
6087,Democrat
6094,Republican
6104,Republican
6106,Democrat
6113,Republican
6115,Democrat
6116,Republican
6120,Democrat
6127,Democrat
6143,Republican
6150,Democrat
6155,Democrat
6163,Republican
6167,Democrat
6169,Democrat
6173,Democrat
6174,Democrat
6185,Democrat
6188,Democrat
6191,Republican
6192,Democrat
6195,Republican
6201,Democrat
6208,Democrat
6213,Republican
6215,Democrat
6222,Democrat
6228,Republican
6231,Republican
6233,Republican
6235,Democrat
6244,Democrat
6251,Democrat
6259,Republican
6262,Democrat
6263,Republican
6268,Democrat
6272,Democrat
6278,Republican
6285,Democrat
6287,Democrat
6291,Republican
6300,Republican
6302,Democrat
6305,Republican
6316,Republican
6337,Democrat
6344,Democrat
6346,Republican
6348,Democrat
6356,Democrat
6360,Democrat
6369,Democrat
6375,Republican
6383,Republican
6389,Democrat
6393,Republican
6396,Democrat
6404,Republican
6408,Democrat
6410,Democrat
6416,Democrat
6425,Democrat
6428,Democrat
6431,Democrat
6436,Republican
6439,Republican
6442,Democrat
6447,Republican
6449,Democrat
6457,Republican
6468,Democrat
6470,Republican
6474,Democrat
6480,Democrat
6482,Democrat
6487,Democrat
6489,Democrat
6490,Democrat
6521,Democrat
6529,Republican
6534,Republican
6540,Democrat
6550,Republican
6553,Democrat
6554,Republican
6559,Democrat
6565,Democrat
6576,Democrat
6577,Democrat
6578,Republican
6582,Republican
6583,Democrat
6585,Democrat
6586,Democrat
6589,Democrat
6595,Democrat
6602,Democrat
6606,Republican
6609,Republican
6618,Republican
6623,Republican
6631,Democrat
6633,Democrat
6634,Democrat
6639,Democrat
6640,Republican
6645,Republican
6648,Democrat
6652,Democrat
6655,Republican
6662,Democrat
6666,Democrat
6667,Democrat
6671,Republican
6677,Democrat
6680,Republican
6682,Democrat
6686,Democrat
6687,Democrat
6692,Republican
6695,Republican
6700,Republican
6701,Republican
6705,Democrat
6709,Republican
6723,Democrat
6724,Democrat
6728,Democrat
6732,Democrat
6757,Democrat
6760,Democrat
6778,Republican
6781,Republican
6785,Republican
6790,Democrat
6791,Democrat
6795,Democrat
6796,Democrat
6799,Republican
6807,Democrat
6811,Republican
6813,Democrat
6814,Democrat
6816,Democrat
6817,Democrat
6825,Democrat
6830,Democrat
6837,Democrat
6843,Republican
6844,Democrat
6845,Democrat
6848,Republican
6852,Democrat
6859,Republican
6860,Democrat
6864,Democrat
6865,Democrat
6867,Democrat
6870,Republican
6871,Democrat
6876,Democrat
6879,Democrat
6887,Democrat
6892,Republican
6895,Democrat
6898,Democrat
6904,Democrat
6914,Republican
6919,Democrat
6921,Democrat
6922,Democrat
6928,Democrat
6930,Republican
6941,Republican
6946,Republican
6947,Democrat
